id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts300399,Five Came Back: The Reference Films,SHOW,"This collection includes 12 World War II-era propaganda films — many of which are graphic and offensive — discussed in the docuseries ""Five Came Back.""",1945,TV-MA,51.0,['documentation'],['US'],1.0,,,,0.6,
tm84618,Taxi Driver,MOVIE,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,1976,R,114.0,"['drama', 'crime']",['US'],,tt0075314,8.2,808582.0,40.965,8.179
tm154986,Deliverance,MOVIE,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",1972,R,109.0,"['drama', 'action', 'thriller', 'european']",['US'],,tt0068473,7.7,107673.0,10.01,7.3
tm127384,Monty Python and the Holy Grail,MOVIE,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",1975,PG,91.0,"['fantasy', 'action', 'comedy']",['GB'],,tt0071853,8.2,534486.0,15.461,7.811
tm120801,The Dirty Dozen,MOVIE,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",1967,,150.0,"['war', 'action']","['GB', 'US']",,tt0061578,7.7,72662.0,20.398,7.6
ts22164,Monty Python's Flying Circus,SHOW,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",1969,TV-14,30.0,"['comedy', 'european']",['GB'],4.0,tt0063929,8.8,73424.0,17.617,8.306
tm70993,Life of Brian,MOVIE,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",1979,R,94.0,['comedy'],['GB'],,tt0079470,8.0,395024.0,17.77,7.8
tm14873,Dirty Harry,MOVIE,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",1971,R,102.0,"['thriller', 'action', 'crime']",['US'],,tt0066999,7.7,155051.0,12.817,7.5
tm119281,Bonnie and Clyde,MOVIE,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967,R,110.0,"['crime', 'drama', 'action']",['US'],,tt0061418,7.7,112048.0,15.687,7.5
tm98978,The Blue Lagoon,MOVIE,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",1980,R,104.0,"['romance', 'action', 'drama']",['US'],,tt0080453,5.8,69844.0,50.324,6.156
tm44204,The Guns of Navarone,MOVIE,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",1961,,158.0,"['action', 'drama', 'war']","['GB', 'US']",,tt0054953,7.5,50748.0,13.844,7.3
tm67378,The Professionals,MOVIE,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,1966,PG-13,117.0,"['western', 'action', 'european']",['US'],,tt0060862,7.3,16446.0,13.123,7.1
tm69997,Richard Pryor: Live in Concert,MOVIE,"Richard Pryor delivers monologues on race, sex, family and his favorite target—himself, live at the Terrace Theatre in Long Beach, California.",1979,R,78.0,"['comedy', 'documentation']",['US'],,tt0079807,8.1,5141.0,4.718,7.5
tm16479,White Christmas,MOVIE,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,1954,,115.0,"['romance', 'comedy']",['US'],,tt0047673,7.5,42488.0,8.915,7.2
tm135083,Cairo Station,MOVIE,"Qinawi, a physically challenged peddler who makes his living selling newspapers in the central Cairo train station, is obsessed by Hanuma, an attractive young woman who sells drinks. While she jokes with him about a possible relationship, she is actually in love with Abu Siri, a strong and respected porter at the station who is struggling to unionize his fellow workers to combat their boss' exploitative and abusive treatment.",1958,,77.0,"['drama', 'crime', 'comedy']",['EG'],,tt0051390,7.5,4471.0,5.546,7.3
tm89386,Hitler: A Career,MOVIE,"A keen chronicle of the unlikely rise to power of Adolf Hitler (1889-1945) and a dissection of the Third Reich (1933-1945), but also an analysis of mass psychology and how the desperate crowd can be deceived and shepherded to the slaughterhouse.",1977,PG,150.0,"['history', 'documentation', 'european']",['DE'],,tt0191182,7.5,2460.0,4.305,7.3
tm156453,FTA,MOVIE,"A documentary about a political troupe headed by actors Jane Fonda and Donald Sutherland which traveled to towns near military bases in the US in the early 1970s. The group put on shows called ""F.T.A."", which stood for ""F**k the Army"", and was aimed at convincing soldiers to voice their opposition to the Vietnam War, which was raging at the time. Various singers, actors and other entertainers performed antiwar songs and skits during the show.",1972,R,97.0,"['war', 'documentation', 'music', 'comedy']",['US'],,tt0068562,6.2,418.0,1.268,6.1
tm14350,Alexandria… Why?,MOVIE,"Set against the panoramic backdrop of war-torn Egypt, director Youssef Chahine tells a highly personal tale of love and determination. Amid the poverty, death and suffering caused by World War II, 18 year-old Yehia, retreats into a private world of fantasy and longing. Obsessed with Hollywood, he dreams of one day studying filmmaking in America, but after falling in love and discovering the lies of European occupation, Yehia profoundly reevaluates his identity and allegiances.",1979,,133.0,['drama'],['EG'],,tt0077751,7.2,1727.0,1.37,6.0
tm81728,The Land,MOVIE,"Set in 1933, the mayor informs the peasants that the share of irrigation of their land will be split equally between them and feudal lord Mahmoud Bey. The peasants send Muhammad Effendi to submit a petition to the government. Then Mahmoud Bey proposes a project that would require taking part of the peasants' lands.",1969,,129.0,['drama'],['EG'],,tt0064038,8.1,1958.0,1.265,8.5
tm94651,Dostana,MOVIE,"Two close friends decide to enter law enforcement, one as a police officer, the other as a lawyer, but their friendship begins to unravel when they both fall in love with the same woman.",1980,,161.0,"['drama', 'comedy', 'crime', 'romance', 'action']",['IN'],,tt0080653,2.1,25.0,3.98,4.9
tm27298,Saladin the Victorious,MOVIE,"Saladin, the first sultan of Egypt and Syria, leads the Muslim military campaign against the invading Christians from Europe during the Third Crusade.",1963,,186.0,"['action', 'drama', 'war', 'history', 'romance']",['EG'],,tt0057357,7.6,2508.0,4.156,7.1
tm100027,Alibaba Aur 40 Chor,MOVIE,"The movie is based on the story of Ali Baba and the Forty Thieves, from the One Thousand and One Nights or Arabian Tales. The role of Ali Baba is played by Dharmendra and Hema Malini play Morjina.",1979,,146.0,"['drama', 'romance', 'action', 'fantasy', 'family']","['SU', 'IN']",,tt0079749,6.2,565.0,2.582,6.8
tm19608,The Blazing Sun,MOVIE,"A rich landlord floods and destroys a village on purpose to prevent the people living there from making a profit off their crops. What he doesn't know is that his own daughter is in love with Ahmed, a young man from the village.",1954,,100.0,"['crime', 'romance', 'drama']",['EG'],,tt0047500,7.4,1219.0,2.184,7.0
tm204541,Dark Waters,MOVIE,"Ragab, a poor sailor, returns home to Alexandria after three years of absence, during which he tried to save money to marry his one true love, Hamedah. But there's trouble on the harbor, and with an old friend.",1956,,120.0,"['action', 'drama', 'romance', 'thriller']",['EG'],,tt0049761,6.7,610.0,0.849,5.9
tm259855,We Are All for the Fatherland,MOVIE,"After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South.",1979,,74.0,['documentation'],"['LB', 'CA', 'FR']",,tt0170799,6.1,47.0,0.6,5.2
tm356209,Singapore,MOVIE,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",1960,,158.0,"['drama', 'thriller', 'crime']",['IN'],,tt0268639,6.4,84.0,0.792,6.3
ts45948,Monty Python's Fliegender Zirkus,SHOW,"Monty Python's Fliegender Zirkus consisted of two 45-minute Monty Python German television comedy specials produced by WDR for West German television. The two episodes were first broadcast in January and December 1972 and were shot entirely on film and mostly on location in Bavaria, with the first episode recorded in German and the second recorded in English and then dubbed into German.",1972,TV-MA,43.0,['comedy'],[],1.0,tt0202477,8.1,2151.0,1.487,7.0
tm200475,"Beirut, Oh Beirut",MOVIE,"In the aftermath of the 1967 defeat, four young Lebanese try to figure out their places in a society whose rules seem to have changed. It proved to be an extraordinary anticipation of the civil war that would engulf the country while the film was being edited.",1975,,110.0,['drama'],['LB'],,tt0169599,6.4,108.0,1.025,7.2
tm90896,The Return of the Prodigal Son,MOVIE,"In this Andre Gide adaptation, an activist is released after many years in prison and returns home, shaking up established relationships among his family members at the farm governed by his strict father. Demonstrating Chahine’s eclecticism, this is an elegant melodrama, exuberant musical, layered allegory, and profound portrait of personal and political disillusionment.",1976,,124.0,"['music', 'drama', 'crime']","['DZ', 'EG']",,tt0074168,7.2,780.0,1.858,5.3
tm336403,Khoon Khoon,MOVIE,"As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of Dirty Harry.",1973,,131.0,"['crime', 'thriller']",['IN'],,tt0230412,5.1,41.0,1.948,3.8
tm107372,Manoranjan,MOVIE,"Havaldar Ratan is a rookie at the local police station, and is assigned duty on foot patrol on Manoranjan Street, a notorious red-light area, on the very first day of his job. He strikes up a conversation with a good-looking young woman named Nisha, and tells her that there is a possible violation of Suppression of Immoral Trafficking Act taking place on this street. He witnesses several women soliciting men, and decides to call in the paddy wagon, and get them arrested. Alas, one of the men frequenting the prostitutes is none other than Ratan's superior officer, who immediately summons Ratan, and has him removed from service on corruption charges. Nisha takes pity on a homeless and unemployed Ratan, and asks him to live with her. He does not want her to sell her body, and so he decides to work at night, and during the day he takes on the guise of a rich Nawab and spends time with her.",1974,,162.0,"['romance', 'drama', 'comedy']",['IN'],,tt0071811,6.5,237.0,1.532,5.3
tm358653,Ujala,MOVIE,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",1959,,142.0,"['romance', 'crime', 'drama']",['IN'],,tt0157132,6.6,78.0,0.84,6.0
tm259684,Whispers,MOVIE,"At every station, between sites filled with poetry and nostalgia for a bygone era, the poet's dashed dreams and idealized vision of her country coincide with the director's own.",1980,,93.0,['documentation'],"['CA', 'FR', 'LB']",,tt0170803,7.8,78.0,0.6,5.0
tm403346,Chadi Jawani Budhe Nu,MOVIE,"A small-time businessman (B.S. Sood) reaches the ""naughty forties"". Now his wife is not good enough anymore, so he decides he needs a modern up to date mistress, resulting in hilarious situations.",1976,,135.0,['romance'],['IN'],,tt3290368,4.6,14.0,0.62,6.0
tm16812,Bandie,MOVIE,"Maharaj Brajbhan lives a wealthy lifestyle in Bharatpur, India along with his wife, Badi Rani, but have been unable to conceive for Bharatpur, and have no choice but to leave it's reigns with Brajban's widowed cousin, Vikram, and his son, Kanchan. When Vikram finds out that Badi Rani is pregnant, he plots to first sully her character by having her abducted, then shunned by the Maharaj, and then decides to have her killed. But her killer has a change of heart and lets her live. She gives birth to a son, names him Bhola, and starts living a simple lifestyle in a Mandir with the help of it's Poojary. Years later Vikram finds out she is alive and kills her, as well the Poojary and the Poojary's son. Bhola witnesses this, manages to escape, starts to live with a poor widow, grows up uneducated, and makes a living through crime.",1978,,141.0,"['drama', 'action', 'romance']",['IN'],,tt1219315,4.4,35.0,1.166,6.0
ts20681,Seinfeld,SHOW,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,1989,TV-PG,24.0,['comedy'],['US'],9.0,tt0098904,8.9,308824.0,130.213,8.301
tm155787,GoodFellas,MOVIE,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990,R,145.0,"['drama', 'crime']",['US'],,tt0099685,8.7,1131681.0,50.387,8.463
tm22327,Full Metal Jacket,MOVIE,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987,R,117.0,"['war', 'drama']","['US', 'GB']",,tt0093058,8.3,729274.0,32.937,8.1
tm180542,Once Upon a Time in America,MOVIE,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",1984,R,139.0,"['crime', 'drama', 'european']","['US', 'IT']",,tt0087843,8.3,345714.0,28.937,8.453
tm138875,When Harry Met Sally...,MOVIE,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",1989,R,96.0,"['comedy', 'romance', 'drama']",['US'],,tt0098635,7.7,216199.0,15.123,7.4
tm2386,A Nightmare on Elm Street,MOVIE,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984,R,91.0,['horror'],"['GB', 'US']",,tt0087800,7.4,234068.0,48.358,7.3
tm133087,Steel Magnolias,MOVIE,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold.",1989,PG,119.0,"['comedy', 'drama', 'romance']",['US'],,tt0098384,7.3,54946.0,11.69,7.2
tm177480,Police Academy,MOVIE,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",1984,R,97.0,"['crime', 'comedy']",['US'],,tt0087928,6.7,124881.0,25.533,6.6
tm54450,Christine,MOVIE,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",1983,R,110.0,"['horror', 'thriller', 'european']",['US'],,tt0085333,6.7,81922.0,23.418,6.8
ts22082,Knight Rider,SHOW,"Michael Long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. He is rescued by Wilton Knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of Michael Knight. Michael is then given a special computerized and indestructible car called the Knight Industries Two Thousand (nicknamed KITT), and a mission: apprehend criminals who are beyond the reach of the law. The series depicts Michael's exploits as he and KITT battle the forces of evil on behalf of the Foundation for Law and Government.",1982,TV-PG,51.0,"['scifi', 'action', 'crime', 'drama']",['US'],4.0,tt0083437,6.9,34115.0,50.267,7.5
ts21715,Thomas & Friends,SHOW,"Thomas & Friends is a British children's television series, which had its first broadcast on the ITV network on 4 September 1984. It is based on The Railway Series of books by the Reverend Wilbert Awdry and his son, Christopher Awdry. These books deal with the adventures of a group of anthropomorphised locomotives and road vehicles who live on the fictional Island of Sodor. The books were based on stories Wilbert told to entertain his son, Christopher during his recovery from measles. From Series one to four, many of the stories are based on events from Awdry's personal experience.",1984,TV-Y,10.0,"['animation', 'family', 'comedy', 'fantasy', 'drama', 'action', 'music']",['GB'],24.0,tt0086815,6.5,5104.0,42.196,6.5
ts20678,Saved by the Bell,SHOW,"Lovable schemer Zack Morris leads his pals on adventures at California's Bayside High School. The friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, Mr. Richard Belding, who does his best to keep them in check.",1989,TV-G,23.0,"['family', 'comedy', 'romance']",['US'],5.0,tt0096694,7.1,35034.0,19.855,8.0
tm145608,Awakenings,MOVIE,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",1990,PG-13,120.0,"['drama', 'european']",['US'],,tt0099077,7.8,139240.0,12.23,7.8
ts25028,Wheel of Fortune,SHOW,"This game show sees contestants solve word puzzles, similar to those used in Hangman, to win cash and prizes determined by spinning a giant carnival wheel.",1983,TV-G,26.0,['family'],['US'],39.0,tt0072584,6.7,3145.0,5.935,6.8
tm147710,National Lampoon's Christmas Vacation,MOVIE,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",1989,PG-13,97.0,"['comedy', 'european']",['US'],,tt0097958,7.5,185760.0,18.862,7.2
tm142895,Lean On Me,MOVIE,"When principal Joe Clark takes over decaying Eastside High School, he's faced with students wearing gang colors and graffiti-covered walls. Determined to do anything he must to turn the school around, he expels suspected drug dealers, padlocks doors and demands effort and results from students, staff and parents. Autocratic to a fault, this real-life educator put it all on the line.",1989,PG-13,105.0,['drama'],['US'],,tt0097722,7.4,20680.0,19.449,7.3
tm20712,Eddie Murphy Raw,MOVIE,"Eddie Murphy delights, shocks and entertains with dead-on celebrity impersonations, observations on '80s love, sex and marriage, a remembrance of Mom's hamburgers and much more.",1987,R,90.0,"['comedy', 'documentation']",['US'],,tt0092948,7.6,19757.0,7.992,7.3
tm117580,She's Gotta Have It,MOVIE,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",1986,R,84.0,"['romance', 'comedy']",['US'],,tt0091939,6.7,14472.0,7.416,6.707
ts23753,Major Dad,SHOW,"Major Dad is an American sitcom created by Richard C. Okie and John G. Stephens, developed by Earl Pomerantz, that originally ran from 1989 to 1993 on CBS, starring Gerald McRaney as Major John D. MacGillis and Shanna Reed as his wife Polly. The cast also includes Beverly Archer, Matt Mulhern, Jon Cypher, Marisa Ryan, Nicole Dubuc and Chelsea Hertford.",1989,TV-PG,24.0,"['comedy', 'family']",['US'],4.0,tt0096643,6.5,2922.0,9.849,6.5
tm130586,Endless Love,MOVIE,"Two young kids fall in love with each other. But the passion is too consuming for the parents of Jade. The parents try to stop them from seeing each other. But when this doesn't work, David burns down the house and is sent away. This doesn't stop him from seeing her. When he gets out he goes to look for her. But the passion for his first love is too strong and she has to leave.",1981,R,116.0,"['romance', 'drama']",['US'],,tt0082329,4.9,8524.0,19.116,5.7
ts987,Danger Mouse,SHOW,"Danger Mouse, the world's greatest secret agent, and his side-kick Penfold work to foil the evil schemes of Baron Greenback.",1981,TV-Y,14.0,"['animation', 'comedy', 'family', 'scifi', 'european']",['GB'],10.0,tt0081848,7.4,3545.0,8.55,7.5
tm721687,Vaashi,MOVIE,"Ebin Mathew, a budding lawyer ambitiously joins hands with his advocate friend Madhavi Mohan, to share a new office space in order for them to start their independent careers. Their relationship gets strained when they land on opposite ends of a case.",1983,,123.0,"['drama', 'thriller']",['IN'],,tt13913068,6.7,388.0,3.79,
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,In UC 0093 the Federation has recovered from its defeat and has created a new anti-colonial special forces unit to deal with rebel forces: Londo Bell. Elsewhere in space Char Aznable re-appears out of self imposed hiding with a declaration that he now commands his own Neo-Zeon movementand intends to force the emigration of Earth's inhabitants to space by bringing about an apocalypse.,1988,,119.0,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],,tt0095262,7.3,1693.0,8.092,6.7
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,"After managing to survive attacks by Zeon's Char Aznable and Garma Zabi, the crew of Federation warship White Base and its mobile suits must battle Zeon forces through Asia, Europe, and the Atlantic Ocean if they are to reach Earth Federation's headquarters alive. During that process many of its crewmembers must overcome their fears, losses, immaturities, and insecurities in order to survive.",1981,,133.0,"['animation', 'scifi', 'action', 'drama', 'war']",['JP'],,tt0159510,7.2,1274.0,13.125,7.2
ts2760,Fireman Sam,SHOW,"Follow the adventures of fireman Sam and his colleagues as they protect the citizens of the Welsh town of Pontypandy. Whenever the alarm sounds, brave Sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need.",1987,TV-Y,10.0,"['animation', 'comedy', 'family', 'crime', 'european']",['GB'],13.0,tt0329829,6.1,1785.0,37.647,7.2
tm21953,Sam Kinison: Breaking the Rules,MOVIE,"This is a great performance. Through yelling and energetic story-telling, he talks about marriage, drugs, being arrested (thanks to his ex-wife), pleasing women, religion, and much, much more.",1987,R,50.0,"['comedy', 'documentation']",['US'],,tt0307403,7.2,660.0,1.843,7.2
tm126769,Waiting for the Hearse,MOVIE,"Mama Cora, who is almost eighty years old, has three sons and a daughter. She lives with one of them, who has serious financial problems. The family meets one day to celebrate an anniversary meal, and that is when the problem arises: which of them will take care of her?",1985,,87.0,['comedy'],['AR'],,tt0089108,8.0,6399.0,7.81,8.1
tm152839,Tim Allen: Men Are Pigs,MOVIE,"Comedian Tim Allen shares his enthusiasm for power tools, automobiles, grunting, and the myriad obsessions of the American male in this special for the Showtime premium cable network, which was aired a few years before he rose to stardom with the television sitcom Home Improvement.",1990,,30.0,"['comedy', 'documentation']",['US'],,tt0259057,6.1,360.0,2.482,6.3
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,"Amuro Ray and the rest of the White Base crew, now denominated the 13th Autonomous Corps, return to outer space to support the rest of the Earth Federation forces for the decisive battle against the Duchy of Zeon's forces.",1982,,144.0,"['action', 'drama', 'war', 'animation', 'scifi']",['JP'],,tt0159511,7.6,1236.0,12.741,7.5
tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,"Monty Python perform many of their greatest sketches at the Hollywood Bowl, including several from pre-Python days.",1982,R,81.0,"['comedy', 'documentation']",['GB'],,tt0084352,7.9,15230.0,6.833,7.4
tm52815,Disco Dancer,MOVIE,"Anil, a street singer, is humiliated and driven out of Bombay along with his mother. However, he soon becomes a famous performer but the enemies from his past try to destroy his hard-earned career.",1982,,106.0,"['drama', 'romance']",['IN'],,tt0208903,6.4,1476.0,7.879,5.3
tm159912,Agneepath,MOVIE,"The movie depicts the life of a young boy, Vijay (Amitabh Bachchan), whose father gets brutally lynched by a mobster Kancha Cheena. It's a journey of his quest for revenge, which leads him to become a gangster as an adult. Watch out for Amitabh Bachchan in one of the most powerful roles of his career. Will Vijay lose his family in the process of satisfying his vengeance?",1990,,174.0,"['drama', 'action', 'crime']",['IN'],,tt0098999,7.6,8947.0,4.062,6.5
tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,"Steve Martin presents selected sketches from ""Monty Python's Flying Circus (1969)"". It's the well known sketches, though the parrot sketch is not included. Steve Martin has some funny comments on the Pythons.",1989,,72.0,['comedy'],['GB'],,tt0213984,8.1,1522.0,1.801,6.9
tm38736,Too Young The Hero,MOVIE,"TV movie based upon the true story of Calvin Graham, who, as a 12 year old boy, enlisted in the US Navy during WWII.",1988,,100.0,"['drama', 'war']",['US'],,tt0096286,6.7,502.0,1.485,6.2
tm51083,A Stoning in Fulham County,MOVIE,Religious beliefs clash with the law when an Amish infant is killed in a rural community.,1988,,120.0,"['thriller', 'crime', 'drama']",['US'],,tt0096179,5.9,387.0,1.01,5.8
tm137013,The Ryan White Story,MOVIE,"The story of Ryan White, a 13-year-old haemophiliac who contracted AIDS from factor VIII, which was used to control this disorder.",1989,,102.0,['drama'],['US'],,tt0098237,7.2,863.0,1.981,5.9
tm157603,Dil,MOVIE,"Raja lives a poor lifestyle along with his dad, Hazariprasad and mom. He attends college where he has several run-ins with wealthy fellow-collegian, Madhu Mehra. Matters escalate to such an extent that she accuses him of sexually molesting her. When his dad comes to know, he decides to seize this chance to get rich quickly, masquerades as a wealthy businessman, approaches Mr. Mehra, and arranges for their children to get married. Murphy's law prevails at the time of the engagement - changing everyone's lives forever.",1990,,172.0,"['drama', 'comedy', 'romance']",['IN'],,tt0099429,6.6,5316.0,3.992,6.5
tm258072,Adam: His Song Continues,MOVIE,"Follows the true story of John and Reve Walsh who, after their child was murdered, fought to raise national awareness of the problem of missing children.",1986,,100.0,"['crime', 'drama']",['US'],,tt0090589,7.0,212.0,1.603,7.0
tm114356,The George McKenna Story,MOVIE,"Washington plays a school principal in a tough inner city Los Angeles high school out to rid it of drugs, gangs, low moral of teachers, and restore educational values.",1988,,100.0,['drama'],['US'],,tt0091106,6.0,921.0,2.296,6.1
tm157853,In Defense of a Married Man,MOVIE,"When a defense lawyer's adulterous husband becomes the prime suspect in the murder of the woman he was cheating with, his wife chooses to defend him. Can she overcome his betrayal while searching for the truth?",1990,,94.0,"['drama', 'crime']",['US'],,tt0099396,5.6,207.0,2.444,4.9
tm132164,Bill Hicks: Sane Man,MOVIE,"Sane Man was filmed before Bill recorded ‘Dangerous’, his first comedy album, and is a turning point in Hicks’ career. It was the first complete Hicks show ever filmed and Bill pulled out all the stops for the cameras. Completely focused, a newly-sober Hicks paces the stage like a wild animal riffing effortless.",1989,R,80.0,['comedy'],['US'],,,,,3.377,7.5
tm446654,Mujrim,MOVIE,"The film follows the story of Shankar, who is regarded as a criminal by the society after being in jail for ten years since childhood.",1989,,162.0,"['drama', 'action', 'crime']",['IN'],,tt0097926,5.4,197.0,1.418,6.0
tm348735,Aakhri Adaalat,MOVIE,Inspector Amar Kaushal attempts to incarcerate wrong-doers in his society only lead to frustration when they are let off by the incompetence of the law and his superiors and seniors. Eventually Amar stands accused of killing several criminals and innocents which prompts him to take law into his own hands.,1988,,148.0,"['action', 'crime', 'thriller']",['IN'],,tt0177505,5.1,92.0,1.374,5.0
tm151332,"Alexandria, Again and Forever",MOVIE,"Set in 1987 against the backdrop of a hunger strike by the Egyptian film industry, Chahine himself steps in to play Yehia, the famed Egyptian director whose life is chronicled in ""Alexandria, Why?"" and ""An Egyptian Story"". Obsessed with Amr, the handsome actor he discovered and cast as his alter-ego in parts one and two of The Alexandria Trilogy, Yehia pressures Amr to star in various film projects that change even as Yehia's perception of the young actor begins to change. He first casts Amr as Hamlet, which the actor deems too demanding for his talents, then as the lead in a musical biopic of demigod Alexander the Great, who founded the city of Alexandria in 332 B.C.",1989,,105.0,['drama'],"['FR', 'EG']",,tt0099858,6.5,658.0,0.817,5.3
